cust_id-1,CUS_SEX_ID,CUS_STATE,CUS_RU_SINCE_DT,pais
90703,N,RIO DE JANEIRO,2016-08-21 09:38:48,BRASIL
173905,N,N/A,2019-08-13 07:53:43,N/A
195873,N,N/A,2020-04-06 17:09:40,N/A
45388,N,PARANÁ,2013-11-14 13:20:15,BRASIL
199698,N,N/A,2020-05-12 09:59:23,N/A
200169,N,N/A,2020-05-16 10:32:35,N/A
227085,N,N/A,2020-11-27 22:02:25,N/A
215220,N,SÃO PAULO,2020-08-05 12:54:32,BRASIL
159446,M,N/A,2019-02-24 22:13:46,N/A
255909,N,N/A,2021-10-06 06:34:00,N/A
218637,N,DISTRITO FEDERAL,2020-09-04 11:31:40,BRASIL
17643,N,MARANHÃO,2010-03-21 20:02:21,BRASIL
7730,N,MINAS GERAIS,2007-05-21 11:56:16,BRASIL
208315,N,N/A,2020-07-04 08:22:17,N/A
208989,N,N/A,2020-07-05 17:27:46,N/A
37608,M,SÃO PAULO,2013-01-28 11:54:53,BRASIL
181194,N,N/A,2019-10-31 14:09:14,N/A
109107,N,PARANÁ,2017-06-04 13:51:35,BRASIL
142006,M,MINAS GERAIS,2018-07-20 16:56:52,BRASIL
201115,N,MINAS GERAIS,2020-05-22 19:45:44,BRASIL
178801,M,N/A,2019-10-04 10:54:55,N/A
223369,N,RIO DE JANEIRO,2020-10-21 01:46:30,BRASIL
201622,N,N/A,2020-05-25 14:27:22,N/A
200800,N,N/A,2020-05-21 10:24:11,N/A
200070,N,PARÁ,2020-05-15 11:32:12,BRASIL
23296,N,SÃO PAULO,2011-04-19 17:25:47,BRASIL
104257,N,N/A,2017-03-28 17:49:32,N/A
100856,N,N/A,2017-01-31 13:14:44,N/A
255400,N,N/A,2021-09-29 21:10:34,N/A
180785,N,N/A,2019-10-27 11:21:05,N/A
75328,N,SÃO PAULO,2015-12-09 09:28:28,BRASIL
127043,N,SÃO PAULO,2018-01-12 23:38:04,BRASIL
209835,N,N/A,2020-07-07 15:45:32,N/A
215375,N,N/A,2020-08-06 13:56:00,N/A
151803,N,PARÁ,2018-11-21 07:36:43,BRASIL
112174,N,N/A,2017-07-13 20:30:33,N/A
215069,N,N/A,2020-08-04 12:03:54,N/A
44954,N,BAHIA,2013-10-30 09:29:38,BRASIL
201325,N,N/A,2020-05-23 20:08:35,N/A
165635,M,DISTRITO FEDERAL,2019-05-13 18:53:48,BRASIL
133771,N,PERNAMBUCO,2018-04-03 12:51:24,BRASIL
200304,N,N/A,2020-05-17 15:31:45,N/A
44641,N,RIO GRANDE DO NORTE,2013-10-18 13:48:41,BRASIL
82767,N,N/A,2016-04-17 23:21:46,N/A
104424,N,N/A,2017-03-30 16:26:30,N/A
26331,N,RIO GRANDE DO SUL,2011-09-23 22:37:16,BRASIL
209488,N,N/A,2020-07-06 20:44:04,N/A
173256,M,N/A,2019-08-06 10:46:31,N/A
112088,N,SÃO PAULO,2017-07-12 18:44:58,BRASIL
8525,N,SÃO PAULO,2007-08-28 20:01:58,BRASIL
223789,N,SANTA CATARINA,2020-10-25 18:32:55,BRASIL
44229,N,GOIÁS,2013-10-03 13:42:47,BRASIL
237541,N,N/A,2021-03-18 13:58:17,N/A
245283,M,CALIFORNIA,2021-06-03 15:14:11,OTRO
45781,N,RIO DE JANEIRO,2013-11-27 22:33:19,BRASIL
255059,N,N/A,2021-09-25 19:59:56,N/A
66850,N,SÃO PAULO,2015-06-22 18:35:27,BRASIL
127566,F,SÃO PAULO,2018-01-18 11:43:56,BRASIL
37150,N,CEARÁ,2013-01-09 10:03:00,BRASIL
159620,M,N/A,2019-02-26 23:33:51,N/A
97634,N,N/A,2016-12-07 11:32:06,N/A
26400,N,RIO GRANDE DO SUL,2011-09-27 18:11:15,BRASIL
195918,M,N/A,2020-04-06 23:46:09,N/A
54817,N,RIO DE JANEIRO,2014-09-11 19:48:11,BRASIL
119514,N,N/A,2017-10-15 06:45:37,N/A
180888,N,N/A,2019-10-28 15:33:54,N/A
230392,N,N/A,2021-01-03 19:20:22,N/A
119084,N,GOIÁS,2017-10-09 10:04:45,BRASIL
51352,N,MATO GROSSO,2014-06-05 19:27:39,BRASIL
31129,N,MINAS GERAIS,2012-05-09 20:41:02,BRASIL
126547,F,PARANÁ,2018-01-07 20:03:53,BRASIL
51658,N,PERNAMBUCO,2014-06-15 21:54:50,BRASIL
80628,N,N/A,2016-03-13 14:21:16,N/A
159359,M,MINAS GERAIS,2019-02-23 15:24:52,BRASIL
245386,N,N/A,2021-06-04 17:43:08,N/A
208612,N,N/A,2020-07-04 17:34:28,N/A
9024,N,PARÁ,2007-10-24 11:48:37,BRASIL
252122,F,N/A,2021-08-19 15:51:14,N/A
215874,N,N/A,2020-08-10 15:11:24,N/A
37441,N,SÃO PAULO,2013-01-21 17:43:44,BRASIL
97433,N,N/A,2016-12-04 13:27:27,N/A
82461,N,MINAS GERAIS,2016-04-12 20:16:47,BRASIL
63310,N,PERNAMBUCO,2015-04-06 11:52:12,BRASIL
144884,F,MINAS GERAIS,2018-08-24 10:37:19,BRASIL
237921,N,N/A,2021-03-22 10:10:45,N/A
178979,N,N/A,2019-10-06 12:29:36,N/A
90495,N,RIO GRANDE DO SUL,2016-08-17 17:09:06,BRASIL
100522,N,N/A,2017-01-25 20:41:24,N/A
22623,N,SÃO PAULO,2011-03-08 13:51:32,BRASIL
260380,N,N/A,2021-11-24 21:08:07,N/A
67197,N,RIO GRANDE DO SUL,2015-06-30 16:14:48,BRASIL
237032,N,N/A,2021-03-13 09:30:24,N/A
238024,N,RIO DE JANEIRO,2021-03-23 10:28:40,BRASIL
151275,N,N/A,2018-11-14 07:21:51,N/A
8891,N,RIO DE JANEIRO,2007-10-10 11:36:05,BRASIL
103607,N,N/A,2017-03-18 12:54:44,N/A
52078,N,PARÁ,2014-06-28 22:23:32,BRASIL
63463,N,BAHIA,2015-04-09 18:49:11,BRASIL
71999,N,RIO GRANDE DO SUL,2015-10-06 20:11:31,BRASIL
160148,M,N/A,2019-03-06 13:04:51,N/A
119173,N,GOIÁS,2017-10-10 10:39:31,BRASIL
66672,N,N/A,2015-06-19 11:52:32,N/A
133501,F,N/A,2018-03-30 16:24:32,N/A
209666,N,N/A,2020-07-07 09:46:46,N/A
189093,N,N/A,2020-01-19 13:44:14,N/A
170935,M,N/A,2019-07-12 11:38:40,N/A
133666,F,N/A,2018-04-02 10:41:35,N/A
246983,N,N/A,2021-06-21 21:54:57,N/A
252542,N,RIO DE JANEIRO,2021-08-24 21:29:44,BRASIL
63157,N,N/A,2015-04-02 07:08:28,N/A
252019,N,N/A,2021-08-18 13:53:30,N/A
141801,M,PARANÁ,2018-07-18 09:57:50,BRASIL
208146,N,N/A,2020-07-03 20:54:15,N/A
150813,N,N/A,2018-11-08 11:51:49,N/A
980,N,SÃO PAULO,2003-02-05 00:00:00,BRASIL
36622,N,PARANÁ,2012-12-15 09:07:43,BRASIL
226452,N,N/A,2020-11-22 23:57:18,N/A
67284,N,PARANÁ,2015-07-02 13:35:57,BRASIL
118065,N,N/A,2017-09-26 12:43:54,N/A
188417,N,BAHIA,2020-01-12 11:15:51,BRASIL
112263,N,N/A,2017-07-15 09:12:22,N/A
208105,N,RIO DE JANEIRO,2020-07-03 19:35:17,BRASIL
91099,N,SÃO PAULO,2016-08-26 20:51:34,BRASIL
45692,N,RIO GRANDE DO SUL,2013-11-24 11:57:34,BRASIL
31430,N,SÃO PAULO,2012-05-24 07:39:46,BRASIL
26505,N,SÃO PAULO,2011-10-02 20:53:55,BRASIL
200409,N,PIAUÍ,2020-05-18 13:15:15,BRASIL
200905,N,N/A,2020-05-21 18:59:42,N/A
165802,N,RIO DE JANEIRO,2019-05-15 14:43:27,BRASIL
108695,N,PARÁ,2017-05-29 18:02:55,BRASIL
145232,M,ESPÍRITO SANTO,2018-08-29 00:27:11,BRASIL
82918,N,N/A,2016-04-20 10:55:05,N/A
165109,F,N/A,2019-05-07 07:54:00,N/A
60564,N,SÃO PAULO,2015-01-30 06:50:56,BRASIL
224746,M,MATO GROSSO DO SUL,2020-11-04 22:09:18,BRASIL
14689,N,SÃO PAULO,2009-07-15 10:57:25,BRASIL
253519,N,RIO GRANDE DO SUL,2021-09-06 17:06:42,BRASIL
246697,N,N/A,2021-06-18 21:48:17,N/A
231264,N,RIO DE JANEIRO,2021-01-13 11:23:48,BRASIL
142371,N,N/A,2018-07-25 17:27:54,N/A
65768,N,N/A,2015-05-31 09:34:26,N/A
46820,N,SÃO PAULO,2014-01-07 13:38:44,BRASIL
226131,N,N/A,2020-11-19 20:10:58,N/A
83838,N,SÃO PAULO,2016-05-04 06:49:11,BRASIL
134174,M,RIO DE JANEIRO,2018-04-08 21:20:55,BRASIL
187215,N,N/A,2019-12-29 18:28:03,N/A
43769,N,SANTA CATARINA,2013-09-16 21:16:26,BRASIL
38278,N,N/A,2013-02-24 18:14:25,N/A
225793,N,N/A,2020-11-16 14:37:36,N/A
23662,N,GOIÁS,2011-05-14 21:23:19,BRASIL
24369,N,RIO DE JANEIRO,2011-06-22 15:56:33,BRASIL
120038,N,N/A,2017-10-21 18:56:08,N/A
210028,N,SÃO PAULO,2020-07-08 04:37:52,BRASIL
101531,N,MATO GROSSO,2017-02-11 11:59:34,BRASIL
202510,N,N/A,2020-05-29 14:17:58,N/A
225255,M,N/A,2020-11-10 15:22:29,N/A
109734,N,PARAÍBA,2017-06-12 08:56:59,BRASIL
111081,N,N/A,2017-06-30 13:41:47,N/A
143228,N,RIO DE JANEIRO,2018-08-04 23:28:24,BRASIL
60976,N,N/A,2015-02-09 09:22:52,N/A
125039,N,MINAS GERAIS,2017-12-18 13:10:53,BRASIL
66487,N,MATO GROSSO DO SUL,2015-06-15 14:45:44,BRASIL
102038,N,N/A,2017-02-19 09:14:33,N/A
226298,N,GOIÁS,2020-11-21 10:46:51,BRASIL
82977,N,RIO DE JANEIRO,2016-04-21 08:44:52,BRASIL
46144,N,SÃO PAULO,2013-12-09 20:23:41,BRASIL
35524,N,SÃO PAULO,2012-11-04 07:13:11,BRASIL
144328,N,SÃO PAULO,2018-08-17 13:55:29,BRASIL
217240,N,N/A,2020-08-21 13:26:57,N/A
110610,N,BAHIA,2017-06-24 12:44:13,BRASIL
38795,N,SÃO PAULO,2013-03-18 11:21:58,BRASIL
38013,N,GOIÁS,2013-02-13 19:05:07,BRASIL
60870,N,GOIÁS,2015-02-06 11:42:35,BRASIL
134675,M,PARANÁ,2018-04-15 09:35:12,BRASIL
181750,N,N/A,2019-11-06 14:05:22,N/A
17196,N,SÃO PAULO,2010-02-12 12:38:25,BRASIL
74030,N,N/A,2015-11-16 17:19:40,N/A
143511,N,MINAS GERAIS,2018-08-07 23:23:35,BRASIL
117494,N,N/A,2017-09-19 09:01:57,N/A
217749,N,N/A,2020-08-26 12:02:35,N/A
254256,N,N/A,2021-09-15 23:34:07,N/A
73852,N,GOIÁS,2015-11-13 04:43:15,BRASIL
128639,M,SÃO PAULO,2018-01-30 19:22:45,BRASIL
236413,N,N/A,2021-03-07 19:02:11,N/A
236079,N,BAHIA,2021-03-04 12:26:59,BRASIL
24163,N,N/A,2011-06-11 09:33:06,N/A
73941,N,N/A,2015-11-15 09:41:47,N/A
128288,M,SÃO PAULO,2018-01-26 15:19:39,BRASIL
9685,N,RIO DE JANEIRO,2008-01-17 20:29:43,BRASIL
217050,N,N/A,2020-08-20 00:07:06,N/A
25528,N,SÃO PAULO,2011-08-17 12:00:01,BRASIL
194692,N,SÃO PAULO,2020-03-22 09:20:37,BRASIL
81306,N,N/A,2016-03-24 15:24:36,N/A
32350,N,N/A,2012-07-03 15:53:33,N/A
81605,N,N/A,2016-03-29 20:20:52,N/A
225102,N,N/A,2020-11-09 08:11:23,N/A
246006,N,N/A,2021-06-11 10:58:10,N/A
172815,M,RIO DE JANEIRO,2019-08-01 15:42:40,BRASIL
253725,N,N/A,2021-09-09 07:37:40,N/A
135505,M,N/A,2018-04-25 18:35:04,N/A
254050,N,N/A,2021-09-13 13:57:30,N/A
135847,M,N/A,2018-04-29 20:34:37,N/A
187060,M,N/A,2019-12-27 16:07:12,N/A
72974,N,RIO DE JANEIRO,2015-10-26 18:06:17,BRASIL
210238,N,N/A,2020-07-08 17:16:29,N/A
186384,F,N/A,2019-12-18 11:34:53,N/A
61282,N,MATO GROSSO,2015-02-17 13:02:05,BRASIL
201987,N,SÃO PAULO,2020-05-26 21:28:05,BRASIL
207242,N,N/A,2020-07-01 17:05:22,N/A
125245,N,SÃO PAULO,2017-12-21 07:46:51,BRASIL
239119,N,N/A,2021-04-02 19:27:46,N/A
119887,N,SÃO PAULO,2017-10-19 14:31:17,BRASIL
172459,N,N/A,2019-07-28 23:30:52,N/A
88430,N,N/A,2016-07-16 06:59:08,N/A
7160,N,PARAÍBA,2007-03-07 16:49:25,BRASIL
6645,N,BAHIA,2006-12-18 21:32:55,BRASIL
189899,N,N/A,2020-01-28 02:00:56,N/A
120592,N,N/A,2017-10-28 20:36:19,N/A
14387,N,PARÁ,2009-06-21 18:10:53,BRASIL
198732,N,N/A,2020-05-04 01:31:06,N/A
195442,N,N/A,2020-04-01 17:49:55,N/A
195547,M,CALIFORNIA,2020-04-02 18:54:15,OTRO
52393,M,RIO GRANDE DO SUL,2014-07-08 18:28:46,BRASIL
73297,N,N/A,2015-11-02 15:49:03,N/A
38512,N,RIO GRANDE DO SUL,2013-03-06 09:25:11,BRASIL
199400,N,N/A,2020-05-09 11:31:17,N/A
171403,M,N/A,2019-07-17 13:52:46,N/A
210327,M,N/A,2020-07-08 21:23:42,N/A
53277,N,N/A,2014-08-01 22:17:29,N/A
152675,N,MINAS GERAIS,2018-12-01 07:32:49,BRASIL
186909,M,N/A,2019-12-25 18:12:40,N/A
153198,N,N/A,2018-12-06 00:38:22,N/A
180155,M,AMAPÁ,2019-10-19 18:31:25,BRASIL
109917,N,N/A,2017-06-14 16:05:44,N/A
135144,F,MINAS GERAIS,2018-04-21 08:45:08,BRASIL
231067,N,N/A,2021-01-11 11:06:39,N/A
1719,M,SÃO PAULO,2004-04-21 18:30:37,BRASIL
102447,N,RIO DE JANEIRO,2017-02-28 09:29:06,BRASIL
239604,N,N/A,2021-04-07 17:09:58,N/A
244544,F,VIRGINIA,2021-05-26 16:51:55,OTRO
129869,F,MATO GROSSO,2018-02-14 17:54:50,BRASIL
146526,N,CEARÁ,2018-09-14 14:06:02,BRASIL
124404,N,GOIÁS,2017-12-10 19:43:56,BRASIL
11025,N,RIO DE JANEIRO,2008-06-25 23:44:53,BRASIL
211962,N,N/A,2020-07-15 11:16:05,N/A
228670,N,N/A,2020-12-14 07:08:26,N/A
259049,N,N/A,2021-11-12 11:49:15,N/A
161854,M,N/A,2019-03-26 12:25:05,N/A
234768,N,N/A,2021-02-18 21:02:37,N/A
211109,N,N/A,2020-07-11 13:42:38,N/A
139537,N,N/A,2018-06-18 12:22:51,N/A
250415,N,N/A,2021-07-30 23:59:33,N/A
168934,N,SÃO PAULO,2019-06-21 22:38:32,BRASIL
154279,M,N/A,2018-12-18 13:11:49,N/A
49860,N,N/A,2014-04-21 12:53:56,N/A
167593,N,MATO GROSSO,2019-06-06 11:17:46,BRASIL
202904,N,N/A,2020-06-01 09:30:29,N/A
131372,M,SÃO PAULO,2018-03-03 12:17:44,BRASIL
162156,N,PARÁ,2019-03-30 09:08:08,BRASIL
243488,N,N/A,2021-05-15 16:40:12,N/A
2163,N,SÃO PAULO,2004-10-05 07:43:24,BRASIL
19475,N,GOIÁS,2010-08-05 13:59:51,BRASIL
95539,N,BAHIA,2016-11-06 15:27:49,BRASIL
34806,N,SÃO PAULO,2012-10-08 19:04:32,BRASIL
20453,N,SÃO PAULO,2010-10-09 15:24:10,BRASIL
242989,N,N/A,2021-05-10 19:28:16,N/A
258747,N,N/A,2021-11-09 15:14:46,N/A
2266,N,MINAS GERAIS,2004-10-27 01:02:56,BRASIL
194491,N,N/A,2020-03-19 18:09:32,N/A
57227,N,SÃO PAULO,2014-11-09 21:12:24,BRASIL
258079,N,N/A,2021-11-01 19:50:51,N/A
153603,M,N/A,2018-12-09 19:14:31,N/A
262961,M,N/A,2021-12-22 17:52:18,N/A
20981,N,RIO DE JANEIRO,2010-11-16 21:55:55,BRASIL
68744,N,SÃO PAULO,2015-07-30 08:29:54,BRASIL
34655,N,RIO DE JANEIRO,2012-10-02 11:38:28,BRASIL
191398,F,SÃO PAULO,2020-02-13 07:44:07,BRASIL
106900,N,N/A,2017-05-05 14:36:46,N/A
78839,N,N/A,2016-02-12 14:19:09,N/A
168628,M,N/A,2019-06-18 15:34:20,N/A
77329,N,SÃO PAULO,2016-01-17 14:30:53,BRASIL
10318,N,SÃO PAULO,2008-04-05 11:34:17,BRASIL
99062,N,N/A,2017-01-02 16:24:41,N/A
167931,M,N/A,2019-06-10 11:59:39,N/A
29548,N,MATO GROSSO,2012-02-27 18:39:25,BRASIL
106219,N,RIO DE JANEIRO,2017-04-25 20:53:52,BRASIL
28632,N,N/A,2012-01-11 00:15:31,N/A
129211,M,MATO GROSSO,2018-02-06 12:08:58,BRASIL
161943,N,N/A,2019-03-27 10:26:46,N/A
33961,N,SÃO PAULO,2012-09-04 21:28:47,BRASIL
213221,M,SÃO PAULO,2020-07-22 17:28:13,BRASIL
182678,M,N/A,2019-11-16 08:57:49,N/A
243593,N,N/A,2021-05-16 23:05:33,N/A
114303,N,SÃO PAULO,2017-08-09 11:52:57,BRASIL
154104,N,SERGIPE,2018-12-15 21:01:22,BRASIL
95329,N,N/A,2016-11-03 12:13:55,N/A
232192,N,N/A,2021-01-23 01:32:04,N/A
116589,N,N/A,2017-09-06 21:59:07,N/A
185561,M,SÃO PAULO,2019-12-09 19:12:59,BRASIL
87310,N,SÃO PAULO,2016-06-28 15:56:48,BRASIL
116287,N,N/A,2017-09-03 12:01:17,N/A
242902,N,SÃO PAULO,2021-05-09 19:23:40,BRASIL
29246,N,SÃO PAULO,2012-02-11 07:31:39,BRASIL
124418,N,MARANHÃO,2017-12-10 22:57:51,BRASIL
49248,N,SÃO PAULO,2014-03-31 21:18:25,BRASIL
263064,M,N/A,2021-12-23 14:11:58,N/A
240025,N,N/A,2021-04-11 17:08:48,N/A
27694,M,RIO GRANDE DO SUL,2011-11-26 13:33:21,BRASIL
262254,M,N/A,2021-12-15 17:27:20,N/A
92373,N,N/A,2016-09-14 19:53:36,N/A
121300,M,SÃO PAULO,2017-11-06 19:41:17,BRASIL
10524,N,SÃO PAULO,2008-04-27 19:12:47,BRASIL
64786,N,RIO GRANDE DO SUL,2015-05-10 13:08:22,BRASIL
68641,N,GOIÁS,2015-07-28 08:54:20,BRASIL
162458,N,PERNAMBUCO,2019-04-02 21:54:26,BRASIL
64576,N,BAHIA,2015-05-05 07:11:55,BRASIL
29637,N,RIO DE JANEIRO,2012-03-02 20:35:58,BRASIL
2337,N,RIO GRANDE DO SUL,2004-11-13 12:01:24,BRASIL
175458,N,MATO GROSSO,2019-08-29 09:56:48,BRASIL
220764,N,N/A,2020-09-25 09:49:19,N/A
29025,N,N/A,2012-01-30 16:09:27,N/A
78348,N,PERNAMBUCO,2016-02-03 20:21:06,BRASIL
231844,N,BAHIA,2021-01-19 13:10:25,BRASIL
177010,N,SÃO PAULO,2019-09-14 08:15:50,BRASIL
106607,N,N/A,2017-05-01 14:12:07,N/A
57936,N,SÃO PAULO,2014-11-27 12:55:27,BRASIL
148812,N,SÃO PAULO,2018-10-14 00:52:00,BRASIL
14092,N,PARANÁ,2009-05-25 21:50:48,BRASIL
29335,N,SÃO PAULO,2012-02-15 18:58:56,BRASIL
98386,N,ALAGOAS,2016-12-19 17:52:52,BRASIL
20300,N,PARÁ,2010-09-28 23:16:23,BRASIL
129344,F,N/A,2018-02-07 15:02:56,N/A
56445,N,MINAS GERAIS,2014-10-21 10:06:33,BRASIL
105908,N,PERNAMBUCO,2017-04-20 18:59:34,BRASIL
92284,N,GOIÁS,2016-09-13 12:53:11,BRASIL
249995,N,N/A,2021-07-26 15:57:21,N/A
106050,N,SÃO PAULO,2017-04-23 08:18:00,BRASIL
106813,N,N/A,2017-05-04 11:49:35,N/A
2949,N,SÃO PAULO,2005-04-15 12:39:36,BRASIL
20647,N,PERNAMBUCO,2010-10-23 19:29:33,BRASIL
152920,M,N/A,2018-12-04 06:11:30,N/A
96570,N,CEARÁ,2016-11-22 15:13:58,BRASIL
150195,N,SÃO PAULO,2018-10-31 17:27:33,BRASIL
150344,M,N/A,2018-11-02 18:02:01,N/A
190383,M,N/A,2020-02-02 09:30:37,N/A
96659,N,N/A,2016-11-23 16:49:51,N/A
202396,M,N/A,2020-05-28 19:50:48,N/A
35501,N,SÃO PAULO,2012-11-03 07:53:51,BRASIL
143086,N,MINAS GERAIS,2018-08-03 10:17:49,BRASIL
91253,N,SANTA CATARINA,2016-08-29 14:57:05,BRASIL
83016,N,N/A,2016-04-21 18:26:39,N/A
24561,N,SÃO PAULO,2011-07-02 17:10:26,BRASIL
101974,N,RIO DE JANEIRO,2017-02-18 07:22:01,BRASIL
179753,N,N/A,2019-10-15 14:13:59,N/A
43060,N,N/A,2013-08-22 21:55:33,N/A
172482,N,PARANÁ,2019-07-29 10:27:10,BRASIL
157738,M,SÃO PAULO,2019-02-02 10:00:20,BRASIL
216648,N,N/A,2020-08-16 23:24:47,N/A
23893,N,N/A,2011-05-26 00:00:00,N/A
62399,N,SANTA CATARINA,2015-03-15 11:05:17,BRASIL
207687,N,N/A,2020-07-02 21:16:09,N/A
180178,N,ALAGOAS,2019-10-20 05:51:12,BRASIL
81395,N,CEARÁ,2016-03-26 10:54:49,BRASIL
74417,N,N/A,2015-11-24 10:53:23,N/A
216343,N,PARAÍBA,2020-08-14 10:27:06,BRASIL
136092,N,N/A,2018-05-02 21:07:34,N/A
164850,F,N/A,2019-05-03 16:34:50,N/A
245919,N,N/A,2021-06-10 11:54:33,N/A
83169,N,N/A,2016-04-24 14:18:35,N/A
74222,N,N/A,2015-11-20 14:19:56,N/A
81057,N,SÃO PAULO,2016-03-20 15:26:15,BRASIL
35332,M,MATO GROSSO DO SUL,2012-10-26 21:54:02,BRASIL
225896,N,N/A,2020-11-17 13:17:20,N/A
135569,N,MATO GROSSO,2018-04-26 12:35:08,BRASIL
142919,N,GOIÁS,2018-08-01 13:51:56,BRASIL
25553,N,N/A,2011-08-18 14:29:56,N/A
16563,N,RIO DE JANEIRO,2009-12-12 17:46:06,BRASIL
103138,N,N/A,2017-03-10 23:25:04,N/A
125936,N,ESPÍRITO SANTO,2017-12-31 16:51:00,BRASIL
9287,N,GOIÁS,2007-11-23 11:33:52,BRASIL
10008,N,MINAS GERAIS,2008-02-26 20:51:37,BRASIL
161427,M,ALAGOAS,2019-03-21 05:44:19,BRASIL
43165,N,MINAS GERAIS,2013-08-26 13:11:33,BRASIL
102845,N,SANTA CATARINA,2017-03-06 14:49:53,BRASIL
164013,M,N/A,2019-04-22 20:06:16,N/A
225985,N,RIO DE JANEIRO,2020-11-18 11:32:51,BRASIL
81918,N,RIO DE JANEIRO,2016-04-04 08:00:28,BRASIL
24060,N,SÃO PAULO,2011-06-04 23:16:55,BRASIL
73578,N,N/A,2015-11-08 10:23:18,N/A
187279,M,CEARÁ,2019-12-30 15:37:55,BRASIL
88842,N,RIO DE JANEIRO,2016-07-22 10:32:13,BRASIL
25052,N,RIO GRANDE DO SUL,2011-07-26 12:04:29,BRASIL
181558,F,N/A,2019-11-04 14:20:01,N/A
134366,M,N/A,2018-04-11 07:30:31,N/A
254973,N,ESPÍRITO SANTO,2021-09-24 19:01:53,BRASIL
142616,N,ALAGOAS,2018-07-28 22:38:39,BRASIL
194797,N,N/A,2020-03-23 21:35:00,N/A
261613,N,N/A,2021-12-07 20:14:55,N/A
60500,N,MINAS GERAIS,2015-01-28 13:01:12,BRASIL
111222,N,N/A,2017-07-02 11:19:01,N/A
60678,N,N/A,2015-02-02 07:23:37,N/A
216858,F,N/A,2020-08-18 17:13:01,N/A
14426,N,RIO DE JANEIRO,2009-06-24 13:44:23,BRASIL
34825,N,RIO DE JANEIRO,2012-10-09 11:28:17,BRASIL
17221,N,SÃO PAULO,2010-02-14 17:09:25,BRASIL
111396,N,N/A,2017-07-04 12:25:32,N/A
143292,M,SÃO PAULO,2018-08-05 20:44:49,BRASIL
73749,N,GOIÁS,2015-11-11 13:04:44,BRASIL
6350,N,PERNAMBUCO,2006-11-10 12:50:55,BRASIL
62230,N,N/A,2015-03-11 14:08:59,N/A
210430,N,N/A,2020-07-09 09:27:07,N/A
153095,M,N/A,2018-12-05 12:16:32,N/A
110715,N,SÃO PAULO,2017-06-25 19:33:09,BRASIL
246331,N,N/A,2021-06-15 08:40:55,N/A
225591,N,N/A,2020-11-14 04:04:56,N/A
231177,N,N/A,2021-01-12 14:30:15,N/A
143125,N,N/A,2018-08-03 17:26:27,N/A
43366,N,MINAS GERAIS,2013-09-02 15:22:39,BRASIL
14579,N,SÃO PAULO,2009-07-06 16:09:43,BRASIL
143621,F,N/A,2018-08-09 08:53:05,N/A
173007,N,GOIÁS,2019-08-03 15:53:04,BRASIL
128703,N,N/A,2018-01-31 14:24:10,N/A
88149,N,N/A,2016-07-11 22:31:56,N/A
83379,N,SÃO PAULO,2016-04-27 13:32:03,BRASIL
46459,N,PARANÁ,2013-12-20 11:18:52,BRASIL
253812,N,MARANHÃO,2021-09-10 09:30:59,BRASIL
73272,N,N/A,2015-11-02 09:47:40,N/A
102987,N,MATO GROSSO DO SUL,2017-03-08 16:59:44,BRASIL
32193,N,BAHIA,2012-06-26 19:36:09,BRASIL
217176,N,SÃO PAULO,2020-08-20 21:15:08,BRASIL
179236,F,SANTA CATARINA,2019-10-09 08:13:49,BRASIL
43970,N,N/A,2013-09-24 15:05:18,N/A
243830,N,ALAGOAS,2021-05-19 10:59:36,BRASIL
80904,N,SÃO PAULO,2016-03-17 16:25:42,BRASIL
239206,N,SÃO PAULO,2021-04-03 19:03:40,BRASIL
230655,N,N/A,2021-01-06 15:07:07,N/A
119951,N,N/A,2017-10-20 11:18:01,N/A
236308,N,N/A,2021-03-06 17:12:28,N/A
52836,N,N/A,2014-07-21 20:13:16,N/A
157827,F,SÃO PAULO,2019-02-03 13:36:36,BRASIL
261810,N,N/A,2021-12-10 08:45:49,N/A
172596,N,N/A,2019-07-30 11:01:20,N/A
149829,N,N/A,2018-10-26 12:16:24,N/A
38731,N,PERNAMBUCO,2013-03-15 20:16:16,BRASIL
186576,N,N/A,2019-12-20 15:45:49,N/A
25464,N,MINAS GERAIS,2011-08-14 18:11:24,BRASIL
43471,N,N/A,2013-09-06 14:05:57,N/A
109876,N,SÃO PAULO,2017-06-13 23:11:12,BRASIL
128329,N,N/A,2018-01-27 04:30:03,N/A
24949,N,MINAS GERAIS,2011-07-21 11:49:24,BRASIL
226195,N,N/A,2020-11-20 14:18:53,N/A
81751,N,SÃO PAULO,2016-04-01 05:19:36,BRASIL
117097,M,SÃO PAULO,2017-09-14 08:33:52,BRASIL
143962,N,RIO DE JANEIRO,2018-08-13 19:07:16,BRASIL
116882,N,N/A,2017-09-11 13:12:31,N/A
254448,N,PERNAMBUCO,2021-09-18 14:20:03,BRASIL
224465,N,PARÁ,2020-11-02 11:45:20,BRASIL
261659,N,N/A,2021-12-08 13:24:26,N/A
103193,N,SÃO PAULO,2017-03-11 21:07:45,BRASIL
54146,N,SÃO PAULO,2014-08-25 14:41:04,BRASIL
130123,N,BAHIA,2018-02-17 10:35:00,BRASIL
58889,N,N/A,2014-12-16 23:33:08,N/A
4755,N,SÃO PAULO,2006-03-05 11:50:27,BRASIL
79114,N,N/A,2016-02-17 12:52:21,N/A
68213,M,RIO DE JANEIRO,2015-07-21 01:09:25,BRASIL
251090,N,N/A,2021-08-07 13:24:22,N/A
