cust_id-1;CUS_SEX_ID;CUS_STATE;CUS_RU_SINCE_DT
197372;N;;2020-04-21 19:34:09
184134;M;;2019-11-28 16:26:34
183321;N;BR-PE;2019-11-22 17:32:39
196874;N;BR-MG;2020-04-17 11:33:24
48212;N;BR-SP;2014-02-23 20:00:04
114964;N;BR-MT;2017-08-17 15:38:13
11624;N;BR-RS;2008-08-28 10:48:11
86483;N;;2016-06-15 12:47:02
191967;F;;2020-02-19 13:41:20
248559;N;;2021-07-09 11:41:52
132615;N;;2018-03-19 09:54:28
122628;N;BR-RJ;2017-11-21 17:18:30
123684;N;;2017-12-02 13:03:39
192466;N;;2020-02-25 16:42:51
108054;N;BR-SP;2017-05-21 12:46:22
197205;M;;2020-04-20 10:11:16
145873;M;BR-SP;2018-09-06 13:26:13
227658;N;BR-AM;2020-12-03 18:53:38
4424;N;BR-PI;2006-01-06 20:47:01
48907;N;;2014-03-20 21:30:07
155521;M;BR-SP;2019-01-06 00:37:56
234345;N;;2021-02-14 13:08:55
140947;N;;2018-07-07 10:46:05
123177;M;BR-RS;2017-11-26 14:58:59
241330;N;BR-SP;2021-04-23 16:08:07
3580;N;BR-SP;2005-08-14 19:18:16
212355;N;;2020-07-17 10:55:24
48559;N;;2014-03-08 10:04:48
113163;N;BR-RJ;2017-07-26 16:35:32
192962;N;;2020-03-01 23:51:08
27223;N;BR-SP;2011-11-04 11:47:59
122098;F;;2017-11-15 15:14:26
85454;N;;2016-05-28 12:55:27
233526;N;BR-MG;2021-02-05 17:04:24
147562;N;;2018-09-27 16:57:24
259892;M;BR-PR;2021-11-20 15:04:56
63846;N;BR-RJ;2015-04-18 10:33:38
256223;N;BR-PR;2021-10-10 09:07:24
204222;N;;2020-06-10 15:17:15
30488;N;;2012-04-12 18:27:28
27390;N;BR-SP;2011-11-12 11:35:10
205004;N;BR-RO;2020-06-17 10:38:33
222718;N;;2020-10-14 09:36:16
146062;M;;2018-09-09 10:02:22
241179;N;BR-PR;2021-04-22 11:47:21
56319;N;BR-SP;2014-10-17 18:43:00
147857;M;;2018-10-01 18:51:35
29767;N;BR-SP;2012-03-09 19:09:55
18535;N;BR-PE;2010-05-27 16:03:17
241826;N;;2021-04-28 14:03:18
122121;N;BR-SP;2017-11-15 20:02:45
248089;N;;2021-07-04 19:58:59
76090;N;;2015-12-23 12:50:42
33488;N;BR-SP;2012-08-17 11:43:10
33579;N;BR-SP;2012-08-21 13:01:31
68515;N;;2015-07-25 21:16:18
147651;N;;2018-09-28 23:08:32
132782;N;;2018-03-21 17:58:29
156577;N;;2019-01-18 11:32:44
63540;N;BR-PE;2015-04-11 14:14:19
32989;N;BR-RJ;2012-07-28 12:17:49
203845;N;;2020-06-07 20:56:10
94396;N;;2016-10-19 07:40:47
55812;N;BR-SP;2014-10-05 17:25:01
185179;F;;2019-12-05 14:36:02
99700;N;;2017-01-12 20:51:51
55456;N;BR-RJ;2014-09-26 22:59:13
51019;N;BR-RJ;2014-05-27 17:58:59
177392;N;;2019-09-18 13:53:37
169060;N;BR-PA;2019-06-23 14:11:14
163249;M;;2019-04-12 20:30:49
174665;N;;2019-08-20 22:52:22
115275;N;BR-SP;2017-08-21 12:57:22
76702;N;BR-PE;2016-01-06 17:10:58
205416;N;BR-RS;2020-06-20 12:43:58
55981;N;;2014-10-09 19:26:14
26888;N;BR-AC;2011-10-19 01:09:12
40041;N;BR-GO;2013-05-07 07:05:20
130356;F;;2018-02-19 21:32:51
192569;M;BR-PA;2020-02-26 21:02:37
58409;N;BR-DF;2014-12-06 21:25:18
251483;N;;2021-08-12 12:03:00
79143;N;;2016-02-17 21:34:10
242351;N;;2021-05-04 10:56:32
184992;N;;2019-12-03 17:39:31
242182;N;;2021-05-02 11:38:57
12931;N;BR-RJ;2009-01-23 22:37:12
48381;N;;2014-02-28 18:39:48
191183;N;BR-MG;2020-02-11 08:07:02
222140;N;BR-SP;2020-10-08 08:35:48
2120;N;BR-RS;2004-09-26 00:00:34
87747;N;BR-SP;2016-07-05 12:50:01
124262;N;;2017-12-08 21:09:48
121369;N;;2017-11-07 14:47:23
20839;N;BR-SP;2010-11-06 15:51:04
58256;M;BR-MT;2014-12-03 17:42:48
243135;N;;2021-05-12 09:32:19
249691;N;;2021-07-22 11:12:52
5720;N;BR-MA;2006-08-09 20:52:24
146636;M;;2018-09-16 01:22:50
183049;N;;2019-11-19 22:12:16
162803;N;BR-PR;2019-04-07 10:54:26
220472;N;BR-SP;2020-09-22 18:34:03
77443;N;BR-SP;2016-01-19 10:18:31
68634;N;BR-PR;2015-07-28 07:59:04
96005;N;;2016-11-13 22:22:41
249842;N;BR-MG;2021-07-24 09:40:00
39801;N;;2013-04-27 15:19:02
114244;N;BR-SP;2017-08-08 18:41:51
99021;N;BR-CE;2017-01-01 23:46:38
258189;N;;2021-11-03 09:08:30
5898;N;BR-MG;2006-09-04 20:27:52
34240;M;;2012-09-16 15:43:33
258527;F;;2021-11-07 09:57:04
262396;F;BR-AM;2021-12-16 23:12:18
138837;N;;2018-06-09 00:16:07
211102;N;;2020-07-11 13:20:04
70307;N;BR-RJ;2015-08-30 21:38:29
250032;N;;2021-07-26 21:33:36
95831;N;;2016-11-10 19:45:29
198124;N;;2020-04-28 12:39:00
203096;N;;2020-06-02 11:29:03
47584;N;BR-PR;2014-02-01 09:39:29
139893;M;BR-MS;2018-06-22 16:01:48
213285;N;BR-PB;2020-07-22 22:07:16
213388;N;BR-SC;2020-07-23 15:03:32
20636;N;BR-RJ;2010-10-22 22:40:57
129910;M;BR-GO;2018-02-15 09:09:47
21354;N;BR-ES;2010-12-10 21:30:53
213111;N;;2020-07-22 08:03:21
162465;M;;2019-04-03 06:13:56
11139;N;BR-RJ;2008-07-08 11:09:41
64722;N;BR-MA;2015-05-08 15:15:49
28337;N;;2011-12-27 18:20:41
78391;N;;2016-02-04 13:38:41
249005;N;;2021-07-14 15:33:35
121021;N;;2017-11-03 11:24:47
139004;F;;2018-06-11 10:29:56
175622;F;BR-SP;2019-08-30 20:54:33
20108;N;BR-MG;2010-09-15 12:52:49
129152;N;BR-MG;2018-02-05 19:45:58
95649;N;;2016-11-08 10:14:12
262744;N;;2021-12-20 15:46:50
154268;N;BR-SP;2018-12-18 10:42:53
56596;N;BR-BA;2014-10-25 06:12:27
234882;M;BR-GO;2021-02-19 21:57:45
77354;N;BR-SP;2016-01-18 05:22:18
49924;N;BR-MG;2014-04-22 20:03:30
203249;N;;2020-06-03 01:09:48
69143;N;BR-PR;2015-08-06 19:10:13
185625;N;;2019-12-10 10:39:01
228780;N;;2020-12-14 23:48:26
149121;N;;2018-10-17 15:27:34
220878;N;;2020-09-26 10:17:38
147258;N;;2018-09-23 18:10:38
131308;F;BR-PA;2018-03-02 15:09:36
77688;N;;2016-01-22 19:47:29
191389;N;BR-RJ;2020-02-13 00:05:45
250187;N;;2021-07-28 12:07:01
229128;N;;2020-12-18 12:34:59
162302;N;;2019-04-01 06:29:44
95475;N;BR-PB;2016-11-05 14:06:24
84353;N;;2016-05-12 01:14:42
13416;N;BR-PB;2009-03-21 19:19:28
20533;N;;2010-10-14 21:35:58
211603;N;;2020-07-13 17:55:43
84264;N;BR-DF;2016-05-10 21:45:49
69612;N;;2015-08-16 18:01:57
34765;M;;2012-10-06 09:50:22
240559;N;BR-ES;2021-04-16 10:23:40
2839;N;BR-PR;2005-03-21 22:47:12
58050;N;BR-ES;2014-11-29 13:26:41
57963;N;BR-SP;2014-11-27 20:09:05
114454;N;BR-BA;2017-08-11 11:11:39
56390;N;BR-SP;2014-10-20 08:51:41
116397;N;BR-BA;2017-09-04 15:07:57
242966;N;;2021-05-10 15:26:23
175266;N;;2019-08-27 11:45:58
33938;N;BR-RJ;2012-09-04 09:07:36
27975;N;BR-SP;2011-12-08 17:33:41
262229;N;;2021-12-15 13:51:13
249353;N;;2021-07-18 13:55:02
47807;N;;2014-02-09 07:26:27
10638;M;BR-MG;2008-05-11 12:07:22
77971;N;;2016-01-28 07:00:50
250694;N;BR-BA;2021-08-03 11:12:29
211301;N;;2020-07-12 13:04:19
21443;N;BR-SP;2010-12-16 16:28:13
258939;N;;2021-11-11 09:53:37
70488;N;BR-MA;2015-09-03 11:24:53
262922;N;;2021-12-22 02:46:30
139562;N;;2018-06-18 18:42:30
129677;N;;2018-02-12 09:04:26
50093;N;BR-SP;2014-04-28 14:24:51
10872;N;BR-MG;2008-06-07 16:22:04
19496;N;BR-SP;2010-08-06 21:57:10
183026;F;;2019-11-19 19:47:22
92899;N;;2016-09-23 10:16:49
206289;N;BR-GO;2020-06-27 15:57:29
154574;F;;2018-12-22 22:17:32
121520;N;;2017-11-09 08:17:39
75954;N;BR-MG;2015-12-21 08:25:48
67956;N;;2015-07-16 08:45:54
130236;N;;2018-02-18 17:48:12
94415;N;BR-PR;2016-10-19 10:42:31
76612;N;;2016-01-05 09:59:33
123041;N;BR-RO;2017-11-25 01:06:33
50485;N;BR-RJ;2014-05-11 12:34:06
3883;N;BR-SC;2005-10-02 15:42:43
212989;N;;2020-07-21 13:05:42
233390;N;;2021-02-04 10:12:01
132724;M;;2018-03-20 21:17:34
68473;N;BR-SC;2015-07-24 21:33:07
76479;N;BR-RN;2016-01-02 13:50:17
113272;N;;2017-07-27 19:34:59
68226;N;BR-RJ;2015-07-21 08:28:46
76781;N;;2016-01-07 22:14:21
50279;N;BR-MG;2014-05-04 23:00:06
242396;N;;2021-05-04 17:31:40
204132;M;;2020-06-09 20:12:39
156288;M;;2019-01-15 12:28:19
71327;N;BR-PR;2015-09-21 16:55:50
146173;N;;2018-09-10 16:54:39
248476;N;;2021-07-08 14:28:12
100081;N;BR-PI;2017-01-19 06:34:46
30159;N;BR-SP;2012-03-27 20:06:41
70802;N;BR-PB;2015-09-10 12:52:30
219565;F;;2020-09-14 09:14:57
131043;N;;2018-02-27 17:23:33
146182;N;;2018-09-10 18:06:06
59141;N;BR-SP;2014-12-24 00:10:47
123397;N;;2017-11-28 19:46:16
122888;N;BR-SP;2017-11-23 19:39:00
68061;N;BR-BA;2015-07-18 10:52:59
163380;M;;2019-04-14 14:52:35
247953;N;;2021-07-02 21:32:00
132395;M;BR-ES;2018-03-15 22:49:51
48771;N;BR-RJ;2014-03-16 17:52:27
93481;N;BR-BA;2016-10-03 10:58:37
55418;N;BR-GO;2014-09-26 08:23:59
27510;N;BR-SP;2011-11-17 19:33:46
105239;N;BR-PE;2017-04-11 09:17:57
205339;N;BR-BA;2020-06-19 17:02:31
204237;N;;2020-06-10 17:34:34
263885;M;;2021-12-31 16:25:09
147988;N;;2018-10-03 09:28:33
19275;N;BR-SP;2010-07-20 15:48:28
85785;N;BR-PE;2016-06-03 13:47:47
21851;N;BR-MG;2011-01-15 18:04:19
94093;N;;2016-10-13 13:21:16
169800;N;BR-RJ;2019-07-01 12:56:50
26752;N;BR-SP;2011-10-13 10:46:04
41630;N;BR-SP;2013-07-04 20:41:30
70715;N;BR-MG;2015-09-08 12:38:27
85062;N;BR-AM;2016-05-22 12:28:50
12372;N;BR-SP;2008-11-16 16:18:55
55927;N;;2014-10-08 14:32:02
191749;M;BR-RJ;2020-02-17 10:02:13
196651;N;;2020-04-14 19:01:33
18969;N;BR-RS;2010-06-29 08:39:49
122234;N;;2017-11-17 08:22:41
85231;N;BR-PI;2016-05-24 16:16:02
94914;N;BR-RJ;2016-10-27 10:46:19
50794;N;;2014-05-21 11:03:01
85579;N;BR-SP;2016-05-30 22:36:30
12719;N;BR-ES;2008-12-26 08:24:36
214598;N;;2020-07-31 18:03:59
137421;M;BR-BA;2018-05-19 11:19:56
163686;N;;2019-04-18 09:21:05
50588;N;BR-RS;2014-05-14 17:50:53
104730;N;BR-DF;2017-04-04 06:41:59
147938;N;;2018-10-02 18:21:03
71017;N;;2015-09-14 21:15:54
183608;N;BR-PR;2019-11-25 18:03:36
177194;N;BR-RJ;2019-09-16 13:11:44
242574;N;;2021-05-06 12:17:04
154797;N;;2018-12-26 17:31:46
86281;N;;2016-06-11 21:59:21
79188;N;BR-RN;2016-02-18 15:54:40
220064;N;;2020-09-18 15:34:51
211979;N;;2020-07-15 12:28:05
85730;N;;2016-06-02 14:27:11
263360;M;;2021-12-26 10:55:01
175041;M;BR-CE;2019-08-24 18:44:30
147481;N;;2018-09-26 17:16:11
93568;N;;2016-10-04 16:23:14
86614;N;;2016-06-17 13:39:28
21664;N;BR-SP;2011-01-02 16:53:51
107834;N;;2017-05-18 11:31:02
214804;N;BR-ES;2020-08-02 12:10:50
146004;M;;2018-09-08 14:28:03
184542;M;;2019-11-29 15:55:51
174238;F;BR-ES;2019-08-16 12:49:29
148463;M;BR-SP;2018-10-09 14:26:49
183402;N;BR-MG;2019-11-23 18:21:33
248679;N;;2021-07-10 18:41:37
184613;N;;2019-11-29 19:39:06
241962;N;;2021-04-29 16:06:43
204434;N;;2020-06-12 09:51:21
130375;N;;2018-02-20 08:06:35
156201;N;BR-RJ;2019-01-14 13:53:14
232867;N;;2021-01-30 07:59:03
163179;N;;2019-04-11 19:55:51
93988;N;BR-SP;2016-10-11 14:44:52
227522;N;;2020-12-02 12:49:13
256510;N;;2021-10-13 20:48:43
177703;N;;2019-09-21 23:02:34
41018;N;BR-RJ;2013-06-14 14:25:38
227942;N;;2020-12-06 18:48:19
140356;M;;2018-06-29 01:24:37
132829;M;BR-ES;2018-03-22 10:07:45
50883;N;BR-MG;2014-05-23 14:48:06
3366;N;BR-SP;2005-07-10 10:09:20
64074;N;BR-PR;2015-04-23 13:46:19
166407;F;;2019-05-22 15:12:46
67727;N;;2015-07-11 19:09:50
192945;N;;2020-03-01 19:17:43
248782;N;;2021-07-12 09:53:06
256858;N;;2021-10-18 11:01:42
196985;N;BR-PB;2020-04-18 11:12:27
251859;N;;2021-08-16 20:28:14
251770;N;BR-SE;2021-08-15 19:11:59
107923;N;BR-MG;2017-05-19 15:52:24
169150;N;;2019-06-24 16:40:04
21513;N;BR-SP;2010-12-21 16:54:22
205293;N;;2020-06-19 11:11:35
105406;N;;2017-04-13 16:54:15
4708;N;BR-MT;2006-02-27 08:06:40
104673;N;;2017-04-03 13:40:25
227435;M;;2020-12-01 15:43:46
63765;N;BR-PE;2015-04-16 12:02:53
131699;F;;2018-03-07 16:06:25
186159;N;;2019-12-15 21:42:03
57766;N;BR-SP;2014-11-23 14:24:55
183195;N;;2019-11-21 14:43:29
242815;N;;2021-05-08 17:12:46
84200;N;BR-SP;2016-05-10 08:55:59
99236;N;;2017-01-05 12:45:32
206314;N;BR-PI;2020-06-27 18:59:09
190891;M;;2020-02-07 18:20:33
87978;N;;2016-07-08 21:21:47
176777;N;;2019-09-11 19:39:39
92888;N;BR-PR;2016-09-23 07:43:25
49773;N;BR-RJ;2014-04-17 19:20:31
243419;N;BR-SC;2021-05-14 18:31:07
232187;N;;2021-01-22 23:03:04
186068;F;;2019-12-14 18:36:14
220419;N;;2020-09-22 11:58:22
197676;N;;2020-04-24 15:06:03
167952;N;BR-PR;2019-06-10 14:45:20
221820;M;;2020-10-05 11:26:21
147368;M;BR-MG;2018-09-25 05:07:53
124752;N;;2017-12-14 19:50:30
190544;M;;2020-02-04 08:10:57
78501;N;BR-ES;2016-02-06 14:20:23
116374;N;BR-PI;2017-09-04 11:24:53
191220;N;;2020-02-11 13:24:45
185981;N;;2019-12-13 17:51:56
64745;N;BR-SC;2015-05-09 08:16:51
153770;M;;2018-12-11 19:05:13
47661;N;;2014-02-04 10:10:45
42955;N;BR-PB;2013-08-20 05:20:51
188667;F;BR-MG;2020-01-14 23:06:07
209745;M;;2020-07-07 12:29:19
159091;F;;2019-02-19 17:04:01
152076;N;;2018-11-23 15:45:24
178827;M;;2019-10-04 16:22:49
226915;N;;2020-11-26 18:44:18
118219;N;BR-PE;2017-09-28 11:58:57
103501;N;;2017-03-16 14:25:33
180939;N;;2019-10-29 00:03:38
159194;N;BR-PB;2019-02-21 06:59:43
103711;N;BR-SP;2017-03-20 06:49:07
7365;N;BR-MS;2007-04-03 20:36:09
151057;M;BR-MG;2018-11-11 15:41:16
145144;N;BR-SP;2018-08-27 21:46:46
229620;N;BR-RJ;2020-12-23 20:28:49
81987;N;;2016-04-05 12:26:47
223870;N;;2020-10-26 17:11:54
260793;M;;2021-11-28 14:02:28
108740;N;;2017-05-30 10:45:48
72243;N;BR-RJ;2015-10-12 01:12:12
244948;N;;2021-05-31 09:51:07
159804;N;;2019-03-01 11:49:03
255145;N;BR-SP;2021-09-27 09:15:38
44594;N;;2013-10-16 17:21:12
75237;N;BR-BA;2015-12-07 18:58:08
164879;N;;2019-05-03 21:26:25
245465;N;;2021-06-05 19:31:58
137022;N;BR-PR;2018-05-14 15:47:55
16142;N;BR-SP;2009-11-08 21:25:59
215118;N;;2020-08-04 18:52:07
91016;N;BR-RS;2016-08-25 15:35:15
252274;N;;2021-08-21 14:16:27
144629;N;BR-ES;2018-08-21 10:53:47
71831;N;BR-PE;2015-10-02 22:44:21
238486;N;;2021-03-27 12:13:44
89850;N;BR-PA;2016-08-07 01:34:40
165881;M;BR-SC;2019-05-16 08:13:50
237979;N;;2021-03-22 19:36:40
170829;M;BR-PB;2019-07-11 11:35:59
51823;N;BR-MG;2014-06-21 15:16:53
215477;N;;2020-08-07 07:35:33
62530;M;BR-PB;2015-03-18 11:18:33
218536;N;;2020-09-03 13:11:36
37865;N;;2013-02-07 07:08:56
101108;N;BR-AL;2017-02-03 21:13:20
51403;N;BR-SP;2014-06-07 10:09:41
37563;N;BR-RS;2013-01-26 11:13:50
111833;N;;2017-07-09 19:11:22
103862;N;;2017-03-22 11:06:43
208910;M;BR-PR;2020-07-05 14:15:57
45702;N;BR-SP;2013-11-24 18:52:02
45615;N;BR-CE;2013-11-21 16:00:52
179161;M;;2019-10-08 11:32:21
245360;N;;2021-06-04 14:17:47
189023;N;BR-MG;2020-01-18 16:17:15
67452;N;BR-BA;2015-07-06 15:10:36
142263;N;BR-SP;2018-07-24 14:44:35
100610;N;;2017-01-27 13:08:03
90739;M;;2016-08-21 19:01:08
237769;N;;2021-03-20 14:09:22
814;M;BR-AC;2002-10-15 01:00:00
178223;F;;2019-09-27 23:26:47
218195;N;;2020-08-31 11:21:12
141587;N;;2018-07-15 21:20:40
218362;N;;2020-09-01 19:10:10
82510;N;;2016-04-13 17:59:38
160408;M;BR-PE;2019-03-09 13:20:21
98108;N;;2016-12-14 16:24:10
80885;N;BR-PE;2016-03-17 11:09:57
187785;N;;2020-01-06 09:04:24
44095;N;BR-RJ;2013-09-29 00:44:10
127161;N;;2018-01-14 10:33:18
229798;N;BR-PR;2020-12-26 17:05:10
252379;N;;2021-08-23 01:12:03
165364;F;BR-GO;2019-05-10 11:18:59
236818;N;;2021-03-11 13:04:34
54399;N;BR-SP;2014-09-01 08:46:17
51298;N;BR-SP;2014-06-04 16:38:38
101135;N;BR-PE;2017-02-04 14:01:01
126464;N;BR-RO;2018-01-06 19:22:53
111728;N;BR-MG;2017-07-08 12:13:12
209411;N;;2020-07-06 18:08:00
188205;F;BR-GO;2020-01-09 23:28:09
245039;N;BR-MA;2021-06-01 09:21:11
236608;N;;2021-03-09 18:33:48
216;M;BR-SP;2000-09-16 00:00:00
160714;M;;2019-03-12 20:49:50
224133;N;;2020-10-29 12:20:06
118829;N;;2017-10-05 23:50:14
229469;N;BR-SC;2020-12-22 08:27:34
26483;N;BR-DF;2011-10-01 18:24:26
209397;N;;2020-07-06 17:31:36
209244;N;;2020-07-06 11:53:48
209578;N;;2020-07-07 05:01:47
173211;F;;2019-08-05 19:43:09
136901;N;BR-SP;2018-05-12 18:41:45
63206;N;BR-SP;2015-04-03 15:16:48
238189;M;;2021-03-24 16:06:24
208058;N;;2020-07-03 17:48:39
60155;N;BR-SP;2015-01-20 09:31:39
15441;N;BR-RJ;2009-09-11 21:30:25
90024;N;BR-RJ;2016-08-09 15:26:00
16117;N;;2009-11-07 09:22:18
152229;M;;2018-11-25 11:38:51
100779;N;;2017-01-30 11:30:04
208360;M;BR-SP;2020-07-04 09:58:58
18254;N;BR-MG;2010-05-07 23:27:42
17948;N;BR-SP;2010-04-15 12:28:32
133923;N;;2018-04-05 08:00:35
75084;N;;2015-12-04 19:01:27
195663;N;;2020-04-03 22:35:22
36895;N;;2012-12-27 11:15:03
201367;N;;2020-05-24 07:10:58
188672;M;BR-SC;2020-01-15 00:10:51
244861;N;;2021-05-30 01:35:14
108950;N;;2017-06-01 22:09:26
187611;N;;2020-01-04 07:43:42
260276;N;;2021-11-24 06:42:54
23031;N;BR-RS;2011-04-02 09:14:59
201669;M;;2020-05-25 17:37:52
127517;N;;2018-01-17 19:35:54
142110;F;BR-MG;2018-07-22 09:53:45
15608;N;BR-MG;2009-09-25 11:38:10
46036;N;BR-RS;2013-12-05 20:27:27
133333;M;;2018-03-28 12:16:59
201160;N;;2020-05-23 05:59:25
248338;N;OHIO;2021-07-07 10:04:05
154993;N;BR-SP;2018-12-29 16:09:48
145797;N;BR-GO;2018-09-05 14:58:52
71491;N;BR-GO;2015-09-24 18:27:53
256034;N;;2021-10-07 14:56:22
76440;N;BR-BA;2016-01-01 18:21:11
104559;N;;2017-04-01 19:07:43
233248;N;;2021-02-02 22:29:22
75925;N;;2015-12-20 17:46:00
107599;N;;2017-05-15 13:21:41
94440;N;BR-RJ;2016-10-19 17:44:17
67923;N;BR-PR;2015-07-15 15:45:48
114875;N;;2017-08-16 15:07:54
212350;N;;2020-07-17 10:37:52
3155;N;BR-RJ;2005-05-27 13:59:56
113247;N;;2017-07-27 13:38:01
163514;M;BR-SP;2019-04-16 09:10:53
166271;M;;2019-05-21 07:56:09
222456;N;;2020-10-11 09:32:40
4380;N;BR-PA;2005-12-30 15:37:21
4533;N;BR-SP;2006-01-25 09:54:13
11978;N;BR-MG;2008-10-03 01:54:07
59275;N;BR-SP;2014-12-28 16:45:13
33243;N;BR-MG;2012-08-07 22:16:27
132190;N;;2018-03-13 19:48:05
21973;N;BR-MS;2011-01-23 19:18:18
192125;M;BR-ES;2020-02-21 08:42:28
259936;N;BR-SP;2021-11-21 08:49:57
205372;N;BR-SP;2020-06-19 20:54:54
177833;N;;2019-09-23 16:37:09
94796;N;;2016-10-25 14:41:56
146138;N;BR-SP;2018-09-10 09:44:20
86744;N;;2016-06-19 18:23:53
85192;N;;2016-05-24 07:19:37
55567;N;BR-SP;2014-09-29 20:34:51
30693;N;;2012-04-22 08:10:12
155605;M;;2019-01-07 10:39:15
105163;N;BR-PB;2017-04-10 11:00:23
123014;N;;2017-11-24 19:18:01
11580;N;BR-RJ;2008-08-24 13:07:27
40601;N;;2013-05-29 10:57:46
12403;N;BR-PE;2008-11-20 18:00:46
41446;N;BR-TO;2013-06-29 15:55:40
113572;N;;2017-07-31 18:45:25
263246;M;;2021-12-25 07:41:29
155985;N;;2019-01-11 15:00:12
227767;N;;2020-12-04 19:22:20
79831;N;;2016-02-29 17:28:36
30017;N;BR-RO;2012-03-20 23:30:10
122205;N;;2017-11-16 18:55:49
99547;N;BR-PB;2017-01-10 17:13:27
259524;N;;2021-11-17 10:36:15
155651;N;;2019-01-07 19:52:14
130203;N;;2018-02-18 10:28:46
115533;N;;2017-08-24 09:50:46
156661;N;;2019-01-19 14:51:41
191778;N;BR-SC;2020-02-17 15:26:35
68261;N;;2015-07-21 16:10:03
241231;N;BR-SP;2021-04-22 18:21:38
30540;N;BR-AL;2012-04-15 11:43:22
30184;M;;2012-03-28 21:24:35
3322;N;BR-SP;2005-07-02 03:18:36
113421;N;BR-SP;2017-07-29 20:57:28
123531;M;BR-AC;2017-11-30 17:18:42
58580;N;BR-SP;2014-12-10 11:02:23
67752;N;BR-SC;2015-07-12 11:20:51
148122;F;;2018-10-04 17:29:00
130925;M;;2018-02-26 14:27:24
79493;N;BR-MG;2016-02-23 17:55:13
233570;N;BR-RS;2021-02-05 23:47:11
241933;N;;2021-04-29 12:46:13
122704;N;BR-SP;2017-11-22 12:57:06
166358;M;BR-DF;2019-05-22 08:03:28
256980;N;;2021-10-19 16:49:00
64406;N;BR-MG;2015-04-30 21:32:16
155818;M;;2019-01-09 18:54:24
183583;N;;2019-11-25 15:34:07
227404;N;;2020-12-01 10:47:10
240912;N;;2021-04-19 21:00:17
242427;N;;2021-05-04 19:49:44
242084;N;;2021-04-30 19:17:53
55718;N;;2014-10-03 07:30:49
241910;N;BR-SP;2021-04-29 10:13:40
141116;M;;2018-07-09 15:53:12
148019;F;;2018-10-03 15:42:50
183734;N;;2019-11-26 12:57:22
162999;N;BR-RJ;2019-04-09 16:16:03
185076;F;;2019-12-04 14:28:42
49142;N;BR-SP;2014-03-28 14:08:27
260041;N;;2021-11-22 11:40:08
122370;N;BR-MT;2017-11-18 20:16:14
95006;N;;2016-10-28 21:55:03
222467;N;;2020-10-11 11:12:47
63794;N;;2015-04-17 00:07:25
197288;N;;2020-04-20 22:00:12
50409;N;BR-PR;2014-05-08 16:49:34
214124;N;;2020-07-28 13:47:45
56235;N;BR-RJ;2014-10-15 14:03:27
41657;N;BR-SP;2013-07-05 21:04:41
99967;N;;2017-01-17 14:19:11
29715;N;;2012-03-06 18:45:03
248640;N;;2021-07-10 10:45:31
163816;N;;2019-04-19 22:25:48
251558;M;;2021-08-13 11:17:02
79404;N;;2016-02-22 14:51:14
212101;N;;2020-07-15 20:52:09
130098;N;BR-SP;2018-02-17 01:50:33
114706;N;;2017-08-14 19:36:01
86641;N;;2016-06-17 21:46:58
240875;N;;2021-04-19 14:21:18
19397;N;BR-PI;2010-07-31 18:47:33
26791;N;BR-MG;2011-10-15 09:31:46
112896;N;BR-SP;2017-07-23 09:15:34
4327;N;BR-AP;2005-12-19 07:01:59
85612;N;;2016-05-31 13:54:03
132865;M;;2018-03-22 16:26:26
137959;N;;2018-05-27 18:22:58
252085;N;;2021-08-19 08:32:28
187623;N;;2020-01-04 09:20:30
137131;N;BR-PE;2018-05-15 19:47:35
260129;N;;2021-11-22 22:47:50
178871;M;;2019-10-04 23:19:47
229786;N;;2020-12-26 14:24:53
188138;M;;2020-01-09 13:38:29
159248;N;BR-PR;2019-02-21 18:39:55
60014;N;BR-PR;2015-01-15 22:51:31
7417;N;BR-MG;2007-04-10 14:39:05
165018;N;;2019-05-06 07:26:54
215328;N;;2020-08-06 09:08:12
126001;N;BR-SP;2018-01-02 03:53:26
45045;N;BR-RJ;2013-11-02 20:58:53
103715;N;BR-SP;2017-03-20 09:28:25
196396;N;;2020-04-12 08:28:12
26141;N;BR-RJ;2011-09-15 20:01:51
25922;N;;2011-09-04 21:49:31
117925;F;BR-SP;2017-09-24 20:03:18
35991;N;BR-SC;2012-11-20 15:11:20
7426;F;BR-RJ;2007-04-11 11:04:14
82720;N;;2016-04-17 10:23:43
60103;N;;2015-01-18 21:33:40
37511;N;BR-MT;2013-01-24 10:21:45
126104;N;BR-PR;2018-01-03 05:20:47
79935;N;BR-SP;2016-03-02 10:05:02
31739;N;BR-SP;2012-06-07 11:42:13
51962;N;BR-MT;2014-06-25 14:25:47
18395;N;BR-PR;2010-05-18 19:39:32
236935;N;;2021-03-12 12:17:28
15469;N;BR-SP;2009-09-14 12:24:00
55015;N;BR-PE;2014-09-16 18:28:19
173557;M;BR-MS;2019-08-09 09:26:10
218516;N;;2020-09-03 10:28:03
9094;N;BR-MT;2007-11-02 22:42:45
229683;N;;2020-12-24 16:07:50
66742;N;BR-SP;2015-06-20 19:33:05
71851;N;;2015-10-03 13:43:18
145092;N;BR-MT;2018-08-27 12:52:41
108970;N;BR-SP;2017-06-02 09:26:42
136285;M;BR-SP;2018-05-05 07:19:12
51468;N;BR-RO;2014-06-09 14:14:19
51795;N;BR-RO;2014-06-20 11:54:22
118801;N;;2017-10-05 17:03:07
44711;N;BR-SP;2013-10-21 10:11:01
